person,label
Poetry,Q482
Catullus 11,Q18205874
--NME--,--NME--
Surrealism,Q39427
André Breton,Q161955
Paul Éluard,Q152176
--NME--,--NME--
Jane Eyre,Q182961
Charlotte Brontë,Q127332
London,Q84
Harriet Martineau,Q234570
Elizabeth Gaskell,Q229226
William Makepeace Thackeray,Q167768
George Henry Lewes,Q1275943
Big Brother (Nineteen Eighty-Four),Q751417
George Orwell,Q3335
Utopian and dystopian fiction,Q358998
Nineteen Eighty-Four,Q208460
Council of Fashion Designers of America,Q1137021
Cher,Q12003
Robin Givhan,Q3939266
Los Angeles Times,Q188515
--NME--,--NME--
The Salmon of Doubt,Q468135
MacUser,Q6722147
The Independent,Q11149
Martin Gardner,Q677706
List of Martin Gardner Mathematical Games columns,Q18355344
Scientific American,Q39379
Martin Gardner,Q677706
Metamagical Themas,Q6822966
Mathematical game,Q1507104
Norman Spinrad,Q455951
The Iron Dream,Q1199660
Science fiction,Q24925
Adolf Hitler,Q352
Europe,Q46
North America,Q49
--NME--,--NME--
--NME--,--NME--
Argentina,Q414
Native Son,Q165599
Augustus,Q1405
Roman Empire,Q2277
Hispania,Q186513
Gaul,Q38060
Roman Syria,Q207118
Cilicia (Roman province),Q4819648
Roman Cyprus,Q2967757
Egypt (Roman province),Q202311
--NME--,--NME--
Daily Mail,Q210534
--NME--,--NME--
The Mysteries of Udolpho,Q2600909
Frankenstein,Q150827
The Fall of the House of Usher,Q1197735
Dracula,Q41542
Germany,Q183
Johann Wolfgang von Goethe,Q5879
Friedrich Schiller,Q22670
Ballad,Q182659
Franz Schubert,Q7312
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Regeneration (novel),Q1400132
Pat Barker,Q61198
--NME--,--NME--
Philip Sassoon,Q7528499
James Wilby,Q652715
--NME--,--NME--
Philip Sassoon,Q7528499
Jonathan Pryce,Q312702
Gore Vidal,Q167821
American Humanist Association,Q465035
Kurt Vonnegut,Q49074
--NME--,--NME--
Kenneth Grahame,Q314897
The Wind in the Willows,Q936276
Toad of Toad Hall,Q7811371
--NME--,--NME--
Alexandria,Q87
Eupolemus,Q3362836
Moses,Q9077
Phoenicia,Q41642
Eusebius,Q142999
Praeparatio evangelica,Q1134888
World Zionist Organization,Q205386
Chaim Weizmann,Q172183
Albert Einstein,Q937
Ulm,Q3012
Kingdom of Württemberg,Q159631
German Empire,Q43287
Nazi Germany,Q7318
--NME--,--NME--
--NME--,--NME--
Nazi concentration camps,Q328468
Hasanaginica,Q3437830
La Guzla,Q497192
--NME--,--NME--
Prosper Mérimée,Q160333
Andrei Tarkovsky,Q853
Russia,Q159
Cinema of the Soviet Union,Q1940844
Boris Barnet,Q203519
Sergei Parajanov,Q311311
Alexander Dovzhenko,Q55198
Audrey Wood (literary agent),Q16011138
--NME--,--NME--
Rockefeller Foundation,Q862034
--NME--,--NME--
W. H. Auden,Q178698
The Orators,Q7755267
Verse (poetry),Q1661
Prose,Q676
Stanley Kubrick,Q2001
William Makepeace Thackeray,Q167768
The Luck of Barry Lyndon,Q2124771
Novel,Q8261
The Luck of Barry Lyndon,Q2124771
Brian Herbert,Q711137
--NME--,--NME--
Dune prequel series,Q18011036
Dune prequel series,Q18011036
--NME--,--NME--
Dune (franchise),Q18011049
Dune (franchise),Q18011049
Dune (novel),Q190192
Chapterhouse: Dune,Q282814
Dune (franchise),Q18011049
--NME--,--NME--
Hunters of Dune,Q248899
Sandworms of Dune,Q437349
Dennis Ritchie,Q45575
Dennis Ritchie,Q45575
--NME--,--NME--
Turing Award,Q185667
Association for Computing Machinery,Q127992
IEEE Richard W. Hamming Medal,Q1640531
--NME--,--NME--
National Medal of Technology and Innovation,Q937629
Bill Clinton,Q1124
--NME--,--NME--
Johnny Cash - Biography,Q42775
Ring of Fire (song),Q1473718
Earl Scruggs,Q74032
Oxford American,Q7115233
--NME--,--NME--
Beatrix Potter,Q214565
Helen Bannerman,Q3275944
The Story of Little Black Sambo,Q3275725
--NME--,--NME--
--NME--,--NME--
Pat Barker,Q61198
Historical fiction,Q1196408
Regeneration (novel),Q1400132
Sassoon family,Q175926
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Dagger of Daggers,Q5208529
Service of All the Dead,Q7455781
The Dead of Jericho,Q7729331
Gold Dagger,Q1157223
The Wench Is Dead,Q7774236
The Way Through the Woods,Q7773851
Cartier Diamond Dagger,Q1142034
--NME--,--NME--
Academy Award for Best Actress,Q103618
Still Alice,Q16354843
Cannes Film Festival Award for Best Actress,Q840286
Cannes Film Festival Award for Best Actress,Q840286
Maps to the Stars,Q14369911
A Clockwork Orange (novel),Q692557
Utopian and dystopian fiction,Q358998
--NME--,--NME--
Anthony Burgess,Q217619
--NME--,--NME--
Shakti Chattopadhyay,Q3346436
Sunil Gangopadhyay,Q1392093
Pauline Kael,Q436910
The New Yorker,Q217305
Opera,Q1344
William Blake,Q41513
--NME--,--NME--
A Cradle Song,Q18752811
The Divine Image,Q7730421
Songs of Innocence and of Experience,Q630530
The Tyger,Q2503329
Songs of Innocence and of Experience,Q630530
--NME--,--NME--
Cannes Film Festival,Q42369
Apuleius,Q170512
Numidians,Q2916416
Roman Empire,Q2277
Berbers,Q45315
--NME--,--NME--
Apuleius,Q170512
Roman emperor,Q842606
Septimius Severus,Q1442
Augustine of Hippo,Q8018
Encyclopedia Americana,Q753754
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Oscar and Lucinda,Q1060522
Booker Prize,Q160082
--NME--,--NME--
Wes Anderson,Q223687
The Darjeeling Limited,Q658944
New York Film Festival,Q25648
Venice Film Festival,Q49024
Jason Schwartzman,Q313705
Adrien Brody,Q104514
Brian De Palma,Q189526
Pauline Kael,Q436910
Roger Ebert,Q212173
--NME--,--NME--
Inklings,Q81984
J. R. R. Tolkien,Q892
Nevill Coghill,Q3338877
Lord David Cecil,Q523064
Charles Williams (British writer),Q124735
Owen Barfield,Q305034
Warren Lewis,Q3038321
Edward Lear,Q309759
--NME--,--NME--
The Scroobious Pip,Q7762727
HMV,Q10854572
Daniel Defoe,Q40946
Novel,Q8261
Robert Knox,Q352109
Sri Lanka,Q854
Rajasinha II of Kandy,Q3454159
An Historical Relation of the Island Ceylon,Q4750019
--NME--,--NME--
The Probability Broach,Q3892990
L. Neil Smith,Q1797785
--NME--,--NME--
Federal government of the United States,Q48525
Albert Gallatin,Q500046
Whiskey Rebellion,Q377542
Libertarian utopia,
--NME--,--NME--
Claude Rains,Q318734
--NME--,--NME--
Ingrid Bergman,Q43247
Philip K. Dick,Q171091
Novel,Q8261
The Man in the High Castle,Q749783
Alternate history,Q224989
Nazi Germany,Q7318
Empire of Japan,Q188712
World War II,Q362
--NME--,--NME--
--NME--,--NME--
Netherlands,Q55
Late Middle Ages,Q212976
The Imitation of Christ,Q670350
Christian devotional literature,Q1348220
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Central Intelligence Agency,Q37230
Colombia,Q739
Clear and Present Danger,Q1196642
William F. Buckley Jr.,Q378098
National Review,Q1699649
Bal Thackeray,Q61193
India,Q668
Shiv Sena,Q59177
Mumbai,Q1156
Chicago Tribune,Q47596
Pulitzer Prize,Q46525
Stephen Hunter,Q983243
The Hunt for Red October,Q5255573
Horace,Q6197
Ars Poetica (Horace),Q677997
--NME--,--NME--
Joseph Addison,Q206384
Richard Steele,Q333148
The Spectator,Q1790750
--NME--,--NME--
Robert Hayden,Q931747
Marge Piercy,Q273385
Arthur Miller,Q80596
Betty Smith,Q273730
Lawrence Kasdan,Q240872
John Ciardi,Q947519
Mary Gaitskill,Q545781
--NME--,--NME--
Edmund White,Q729117
Nancy Willard,Q15488995
Frank O'Hara,Q951010
Oxford,Q34217
Robert Graves,Q201732
Old Carthusians,Q7083601
Poetry,Q482
Oxford Poetry,Q7115419
Guido delle Colonne,Q1248842
Messina,Q13666
Vernacular literature,Q7921930
Sicilian School,Q835520
Historia destructionis Troiae,Q1241142
--NME--,--NME--
--NME--,--NME--
Deep South,Q864007
Steven Spielberg,Q8877
The Color Purple (film),Q223299
Academy Award for Best Actress,Q103618
Golden Globe Awards,Q1011547
Robert Burns,Q81960
Walter Scott,Q79025
Scotland,Q22
Ballad,Q182659
--NME--,--NME--
--NME--,--NME--
Iris Murdoch,Q217495
Nobel Prize,Q7191
Hugo Gernsback,Q312242
United States,Q30
Science fiction,Q24925
Amazing Stories,Q991271
The Spectator,Q1790750
Graham Greene,Q128560
Graham Greene,Q128560
Cannes Film Festival,Q42369
--NME--,--NME--
Amber Diceless Roleplaying Game,Q5452
Role-playing game,Q160738
Erick Wujcik,Q924550
Roger Zelazny,Q295406
The Chronicles of Amber,Q1053330
Switzerland,Q39
Johann David Wyss,Q115822
The Swiss Family Robinson,Q665715
--NME--,--NME--
--NME--,--NME--
Antonin Artaud,Q187166
--NME--,--NME--
--NME--,--NME--
Jean Genet,Q184622
Our Lady of the Flowers,Q2562794
--NME--,--NME--
Horace,Q6197
Propertius,Q8827
Ovid,Q7198
Aeschylus,Q40939
Euripides,Q48305
Sophocles,Q7235
Propertius,Q8827
Oxford University Press,Q217595
Macmillan Publishers,Q2108217
François Rabelais,Q131018
Kenzaburō Ōe,Q80095
Nobel Prize in Literature,Q37922
Ralph Waldo Emerson,Q48226
--NME--,--NME--
Walt Whitman,Q81438
H. L. Mencken,Q439204
The American Mercury,Q7713514
Samuel Johnson,Q183266
"The History of Rasselas, Prince of Abissinia",Q3419875
Alexandre Dumas,Q38337
Edgar Allan Poe,Q16867
Walter Scott,Q79025
Henry David Thoreau,Q131149
Walden,Q863534
--NME--,--NME--
--NME--,--NME--
Kāvya,Q1982799
Naishadha Charita,Q13182921
International Alphabet of Sanskrit Transliteration,Q194486
Naishadha Charita,Q13182921
Vijayachandra,Q27619950
Jayachandra,Q6123506
Andrei Tarkovsky,Q853
Thomas Mann,Q37030
E. T. A. Hoffmann,Q150471
Henrik Ibsen,Q36661
Peer Gynt,Q208094
Philip J. Fry,Q121806
Last Chance to See,Q1068999
Brazil,Q155
Phoenix (2014 film),Q18202704
Volpi Cup for Best Actor,Q2089923
Venice Film Festival,Q49024
National Society of Film Critics Award for Best Actor,Q1967731
National Society of Film Critics,Q1206671
Candide (operetta),Q1033015
Lillian Hellman,Q233701
Arlo Guthrie,Q552925
Amigo (Arlo Guthrie album),Q4746228
Rolling Stone,Q33511
Carl Sagan,Q410
--NME--,--NME--
American Astronomical Society,Q463435
American Geophysical Union,Q464704
--NME--,--NME--
Master Humphrey's Clock,Q3203858
--NME--,--NME--
Tatler (1709 journal),Q1613096
The Spectator,Q1790750
--NME--,--NME--
Out of Africa,Q1756234
East Africa Protectorate,Q876185
Babette's Feast,Q797679
Academy Awards,Q19020
Al Capp,Q2060191
Newsweek,Q188413
--NME--,--NME--
Alternate history,Q224989
Harry Turtledove,Q455780
Steampunk,Q223685
--NME--,--NME--
Gregory Benford,Q358312
--NME--,--NME--
Mike Resnick,Q913403
Vertigo (film),Q202548
North by Northwest,Q223139
Kim Novak,Q212879
Eva Marie Saint,Q228928
Emily Brontë,Q80137
Anne Brontë,Q44520
Maya Angelou,Q19526
Poet,Q49757
Robert Frost,Q168728
Poetry of Maya Angelou,Q16155007
The Gift Outright,Q7736406
John F. Kennedy,Q9696
--NME--,--NME--
Royal Society,Q123885
Charles Darwin,Q1035
On the Origin of Species,Q20124
Isaac Newton,Q935
--NME--,--NME--
--NME--,--NME--
Python (programming language),Q28865
Ruby (programming language),Q161053
Perl,Q42478
Black Perl,Q798394
Ursula K. Le Guin,Q181659
Booker Prize,Q160082
Salman Rushdie,Q44306
David Mitchell (author),Q40479
Neil Gaiman,Q210059
Iain Banks,Q312579
Jack Kerouac,Q160534
--NME--,--NME--
The Dharma Bums,Q1493270
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Neal Cassady,Q167518
Jaclyn Moriarty,Q517809
On the Road,Q743180
Short story,Q49084
La Santa,Q3948918
Nobel Prize in Literature,Q37922
Gabriel García Márquez,Q5878
Cesare Zavattini,Q469164
--NME--,--NME--
Jonathan Swift,Q41166
--NME--,--NME--
Augustus,Q1405
Rome,Q220
--NME--,--NME--
Kingdom of Great Britain,Q161885
Novel,Q8261
--NME--,--NME--
Rabbit Is Rich,Q549152
National Book Award,Q572316
"England, England",Q138046
Satire,Q128758
Julian Barnes,Q295431
Booker Prize,Q160082
--NME--,--NME--
Popular Electronics,Q1263882
Altair 8800,Q223493
Micro Instrumentation and Telemetry Systems,Q1029222
Micro Instrumentation and Telemetry Systems,Q1029222
BASIC,Q42979
Good Omens,Q1052459
World Fantasy Award,Q594886
--NME--,--NME--
--NME--,--NME--
Terry Pratchett,Q46248
Neil Gaiman,Q210059
Hermann Hesse,Q25973
--NME--,--NME--
Peter Camenzind,Q576493
Germans,Q42884
--NME--,--NME--
Wandervogel,Q702237
Demian,Q860577
The Ghost Writer (film),Q157879
Thriller (genre),Q182015
Prime Minister of the United Kingdom,Q14211
Tony Blair,Q9545
European Film Awards,Q223740
Elizabeth Gaskell,Q229226
Biography,Q36279
The Life of Charlotte Brontë,Q4180188
--NME--,--NME--
New York Musical Theatre Festival,Q17082223
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Gemini Awards,Q923408
--NME--,--NME--
For Those Who Hunt the Wounded Down,Q113331273
--NME--,--NME--
Canadian Authors Association,Q16736135
--NME--,--NME--
Evening Snow Will Bring Such Peace,Q29561302
Wilfred Owen,Q212719
Dulce et Decorum est,Q766381
Insensibility,Q6037318
Anthem for Doomed Youth,Q4771589
Futility (poem),Q5510526
Strange Meeting (poem),Q7621428
--NME--,--NME--
Abney Hall,Q4668166
Cheshire,Q23064
--NME--,--NME--
--NME--,--NME--
Short story,Q49084
The Adventure of the Christmas Pudding,Q467332
--NME--,--NME--
The Cardinal of the Kremlin,Q732842
Jack Ryan (character),Q1068314
Deputy Director of the Central Intelligence Agency,Q5261025
Central Intelligence Agency,Q37230
Colombia,Q739
--NME--,--NME--
Entertainment Weekly,Q275033
Britney Spears,Q11975
Britney Spears,Q11975
Britney Spears,Q11975
Georg Trakl,Q78476
Austria-Hungary,Q28513
Grete Trakl,Q18563278
--NME--,--NME--
Donald Cammell,Q975488
Nicolas Roeg,Q51541
--NME--,--NME--
--NME--,--NME--
Ned Kelly,Q301816
Farnsworth Wright,Q280673
Oriental Stories,Q7102372
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Daphne du Maurier,Q193357
--NME--,--NME--
Jamaica Inn (novel),Q3202572
Frenchman's Creek (novel),Q16385748
Hungry Hill (novel),Q5943502
My Cousin Rachel,Q3273493
August Strindberg,Q7724
Nobel Prize in Literature,Q37922
Selma Lagerlöf,Q44519
Swedes,Q165192
S. M. Stirling,Q1368527
Island in the Sea of Time,Q6083507
Nantucket,Q49149
Bronze Age,Q11761
Analog (program),Q484897
--NME--,--NME--
Hugo Award,Q188914
Hugo Award for Best Professional Editor,Q5933760
Paul Edwin Zimmer,Q3898050
Society for Creative Anachronism,Q1414697
New York City,Q60
Staten Island,Q18432
Alternate history,Q224989
The Probability Broach,Q3892990
North American Confederacy,Q7053756
L. Neil Smith,Q1797785
--NME--,--NME--
Whiskey Rebellion,Q377542
George Washington,Q23
--NME--,--NME--
--NME--,--NME--
Aleksandr Solzhenitsyn,Q34474
Allies of World War II,Q329888
Nazi Germany,Q7318
World War II,Q362
Peter Ackroyd,Q319169
--NME--,--NME--
Thomas More,Q42544
--NME--,--NME--
Holy See,Q159583
--NME--,--NME--
--NME--,--NME--
Hecatodistichon,Q16842097
Margaret of Valois,Q220845
--NME--,--NME--
--NME--,--NME--
Academy Awards,Q19020
Academy Award for Best Supporting Actress,Q106301
Murder on the Orient Express (1974 film),Q3241699
The Birds (film),Q110043
--NME--,--NME--
--NME--,--NME--
Rod Taylor,Q308459
Jessica Tandy,Q182104
Historia Regum Britanniae,Q238693
Geoffrey of Monmouth,Q188344
Alexandreis,Q543961
Walter of Châtillon,Q5198
--NME--,--NME--
The Cornelius Quartet,Q7727619
Mother London,Q6917380
King of the City,Q6412325
Pyat Quartet,Q7262877
Short story,Q49084
--NME--,--NME--
Iain Sinclair,Q5980623
Peter Ackroyd,Q319169
Allan Massie,Q530321
The Times Literary Supplement,Q1768060
London Review of Books,Q1869064
--NME--,--NME--
Swallows and Amazons,Q672938
Helen Edmundson,Q5702185
Bristol Old Vic,Q917960
--NME--,--NME--
--NME--,--NME--
Guggenheim Fellowship,Q1316544
Helen C. White,Q16005909
Nobel Prize in Literature,Q37922
Sinclair Lewis,Q123469
Edgar Lee Masters,Q468247
Spoon River Anthology,Q461760
Richard Henry Dana Jr.,Q527981
Two Years Before the Mast,Q3024921
Jeremiah N. Reynolds,Q6180919
The Knickerbocker,Q689515
Mocha Dick,Q2437626
--NME--,--NME--
Moby-Dick,Q174596
--NME--,--NME--
"New Bedford, Massachusetts",Q49147
--NME--,--NME--
The Graveyard Book,Q1168659
Neil Gaiman,Q210059
Carnegie Medal (literary award),Q1043985
American Book Awards,Q463606
Newbery Medal,Q622813
Gigi (novella),Q1247370
Novella,Q149537
France,Q142
Colette,Q218679
--NME--,--NME--
Theatre of Japan,Q1364447
Kunio Shimizu,Q11561206
Yōji Sakate,Q2602525
Ai Nagai,Q11549761
Orson Welles,Q24829
RKO Pictures,Q267282
The Magnificent Ambersons (film),Q628664
Orson Welles,Q24829
Pulitzer Prize,Q46525
The Magnificent Ambersons,Q5239187
Booth Tarkington,Q893138
Cyril M. Kornbluth,Q376859
--NME--,--NME--
The Syndic,Q3878230
Not This August,Q7062211
--NME--,--NME--
Komsomolskaya Pravda,Q849047
Aleksandr Solzhenitsyn,Q34474
Soviet Union,Q15180
--NME--,--NME--
Russia,Q159
Russian state,Q4398229
--NME--,--NME--
Russia,Q159
Ukraine,Q212
--NME--,--NME--
Pliny the Elder,Q82778
Virgil,Q1398
Lucretius,Q47154
Ovid,Q7198
Horace,Q6197
Classics,Q841090
United Nations,Q1065
Haiti,Q790
2010 Haiti earthquake,Q43777
George W. Bush,Q207
Clinton Bush Haiti Fund,Q5134079
Deuteronomist,Q475346
--NME--,--NME--
Sennacherib,Q207140
Kingdom of Judah,Q48685
--NME--,--NME--
Daniel Weissbort,Q4102546
Modern Poetry in Translation,Q15758078
--NME--,--NME--
Czesław Miłosz,Q45970
Nobel Prize in Literature,Q37922
Lady Margaret Seymour,Q3646779
--NME--,--NME--
"Anne Seymour, Countess of Warwick",Q3601055
Lady Jane Seymour,Q3647254
Hecatodistichon,Q16842097
Lawrence Hill,Q3828147
Book of Negroes,Q2910455
Commonwealth Foundation prizes,Q5153697
Alice Munro,Q234819
--NME--,--NME--
Nobel Prize in Literature,Q37922
--NME--,--NME--
--NME--,--NME--
Cahiers du cinéma,Q909176
--NME--,--NME--
France,Q142
Studio des Ursulines,Q3501027
--NME--,--NME--
Independent cinema in the United Kingdom,Q16985892
Sight & Sound,Q1546271
--NME--,--NME--
--NME--,--NME--
Hugo Award for Best Short Story,Q1056251
O. Henry Award,Q19339
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
The Guns of the South,Q7738533
Hugo Award for Best Novella,Q549884
Doctor of Philosophy,Q752297
English language,Q1860
University at Buffalo,Q681025
Djuna Barnes,Q234721
Malcolm Lowry,Q357120
Nathanael West,Q370521
The Tale of Jemima Puddle-Duck,Q3079758
The Tale of Tom Kitten,Q4263682
--NME--,--NME--
--NME--,--NME--
The Tale of Tom Kitten,Q4263682
Anne Washburn,Q4768877
Laurence Olivier Award,Q28470
Richard Jones (director),Q7326936
Rod Serling,Q435920
Charles Beaumont,Q2958511
Richard Matheson,Q325130
Japanese language,Q5287
Ki no Tsurayuki,Q468288
Tosa Nikki,Q844452
Kana,Q187659
Tatler,Q15078212
J. K. Rowling,Q34660
Graham Greene,Q128560
--NME--,--NME--
Columbine High School massacre,Q473845
Elephant (2003 film),Q1163943
Palme d'Or,Q179808
Cannes Film Festival,Q42369
--NME--,--NME--
--NME--,--NME--
Alan Hollinghurst,Q316048
Berenice (play),Q793366
Bajazet (play),Q788676
Andromède,Q2846944
Royal Academy of Dramatic Art,Q523926
--NME--,--NME--
Andromache (play),Q512802
Andromède,Q2846944
Neil Bartlett (playwright),Q6988278
--NME--,--NME--
--NME--,--NME--
The New York Times Book Review,Q2413088
--NME--,--NME--
David Icke,Q333118
--NME--,--NME--
The Protocols of the Elders of Zion,Q26193
--NME--,--NME--
One False Move,Q663763
Sling Blade,Q2264347
Academy Award for Best Adapted Screenplay,Q107258
Academy Award for Best Actor,Q103916
Voltaire,Q9068
Académie française,Q161806
Pierre Corneille,Q747
Commentaires sur Corneille,Q24015809
Macedonian phalanx,Q1340305
Claudius Aelianus,Q313782
--NME--,--NME--
Spain,Q29
Sabotage,Q193518
Joseph Conrad,Q82925
The Secret Agent,Q1247666
--NME--,--NME--
--NME--,--NME--
W. Somerset Maugham,Q134942
Conan the Barbarian (1982 film),Q309003
John Milius,Q83859
Conan the Barbarian,Q189169
--NME--,--NME--
Robert E. Howard,Q207640
Lin Carter,Q1248054
Sacha Baron Cohen,Q29055
--NME--,--NME--
Madagascar (franchise),Q2261392
--NME--,--NME--
--NME--,--NME--
Hugo (film),Q206576
Les Misérables (2012 film),Q28234
Vladimir Nabokov,Q36591
Lolita,Q127149
Modern Library 100 Best Novels,Q671613
National Book Award for Fiction,Q3873144
--NME--,--NME--
--NME--,--NME--
Analog Science Fiction and Fact,Q42345
--NME--,--NME--
Needle (novel),Q6986574
Doubleday (publisher),Q1251563
Iceworld,Q5985962
Gnome Press,Q5574338
Mission of Gravity,Q1769466
--NME--,--NME--
Novel,Q8261
Doubleday (publisher),Q1251563
Iain Moncreiffe,Q12486185
Don Pottinger,Q5293336
--NME--,--NME--
--NME--,--NME--
Big Brother (Nineteen Eighty-Four),Q751417
Russian Revolution,Q8729
Soviet Union,Q15180
French language,Q150
Eton College,Q192088
George Orwell,Q3335
George Orwell,Q3335
Steven Runciman,Q49979
The House of the Spirits (film),Q312394
--NME--,--NME--
Isabel Allende,Q83566
Smilla's Sense of Snow (film),Q643847
--NME--,--NME--
Les Misérables,Q180736
Night Train to Lisbon,Q1962934
--NME--,--NME--
The Chinese Widow,Q30336064
A Fortunate Man,Q56284073
Brion James,Q723780
--NME--,--NME--
Joanna Cassidy,Q236702
--NME--,--NME--
Indiana University,Q6608367
--NME--,--NME--
Stanford University,Q41506
Ray Kurzweil,Q298341
Hans Moravec,Q708003
Kevin Kelly (editor),Q2707355
Ralph Merkle,Q92884
Bill Joy,Q335047
Frank Drake,Q299149
John Henry Holland,Q92646
John Koza,Q2249447
Google,Q95
AlphaGo,Q22329209
Lee Sedol,Q486559
Go (game),Q11413
Victor Scheinman,Q3558944
Stanford arm,Q55080184
Upper ontology,Q3882785
IEEE Instrumentation and Measurement Society,Q131566
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Kiichiro Toyoda,Q358556
